Name
Aarón
Aaron
Abacuc
Abaddon
Abdias
Abdiel
Abdiou
Abednego
Abel
Abenner
Abessa
Abessalom
Abia
Abiah
Abiathar
Abidan
Abiel
Abigaia
Abigaïl
Abigail
Abihu
Abijah
Abimael
Abimelech
Abiram
Abisai
Abishag
Abishai
Abital
Abner
Abraam
Abraham
Abram 1
Absalom
Achaab
Achab
Achaicus
Achaikos
Achan
'Achashwerosh
'Ach'av
Achim 2
Achinoam
Achsah
Adah
Adaiah
Adalia
'Adalya'
Adam
Adamŭ
'Adayah
Adina 1
'Adinah
Adino
Adlai
Adonijah
Adoniram
'Adoniyah
Adriel
Agar
Agrippa
Ahab
Aharon
Ahasuerus
Ahinoam
Aholibamah
Ahoth
Aithan
'Akhsah
Alexander
Alexandros
Allon
Alphaeus
Alphaios
Alvah
Amal 2
Amariah
'Amaryahu
'Amatzyahu
Amaziah
Ambakoum
Ambram
Ami 1
Amittai
Ammiel
Amnon
Amos
Amram
Anah
Anaiah
Anan 2
Anani
Ananias
Anat 2
Anath 1
Andreas
Andrei
Andrew
Andronicus
Andronikos
Anna
Annas
Aod
Apphia
Aquila
Aram 3
Aran 2
Archelaos
Archelaus
Archippos
Archippus
Areli
Aretas
Aridai
Arieh
'Ari'el
Ariel
Arihel
Aronne
Artaxerxes
Asa
Asaf 1
Asaph
'Asenat
Asenath
Aseneth
Asenneth
Aser
Asher
'Ashtoret
Ashtoreth
Asmodaios
Asmodeus
Asnappar
Astarte
Atalyah
Atarah
Athaliah
'Avdi'el
Avenirŭ
Avidan
'Avi'el
'Avigayil
Avihu
'Avima'el
'Avimelekh
Aviram
Avishag
'Avishay
Avital
'Aviyah
Avner
Avraamŭ
Avraham
Avram
'Avshalom
Azarel
Azariah
Azarias
'Azaryah
Azazel
Azaziah
Azazias
'Azazyahu
Azel
Aziel
'Azri'el
Azriel
Azubah
Ba'al
Baal
Baal-Zebub
Ba'al Zevuv
Bala 2
Balla
Baltasar
Baltassar
Barak 1
Barnabas
Barouch
Bartholomaios
Bartholomei
Bartholomeus
Bartholomew
Baruch
Barukh
Barzillai
Basemath
Basemmath
Bashemath
Basmat
Basmath
Bathsheba
Bat-Sheva
Beelzeboul
Beelzebub
Beelzebul
Belial
Belshatzzar
Belshazzar
Benaiah
Benayah
Beniamin
Benjamin
Bernice
Bernike
Bethsabée
Bethsabee
Bethuel
Bet'uel
Beulah
Bila
Bilha
Bilhah
Binyamin
Bithiah
Bityah
Boaz
Boos
Booz
Buz
Caiaphas
Cain
Cainan
Caleb
Canaan
Candace
Carmi
Carpus
Cephas
Chaggai
Chaggit
Chaleb
Cham
Chamutal
Chanaan
Chanan
Chananyah
Channah
Chanokh
Chavaqquq
Chawwah
Chaza'el
Cheftzi-Bah
Chenaniah
Chizqiyahu
Chloe
Chodesh
Chuldah
Claudia
Cleopas
Cleophas
Clopas
Cornelius
Cozbi
Crescens
Cyrus
Dabid
Dalida
Dalila
Damaris
Dan 1
Daniel
Danihel
Daniilŭ
Daniyyel
Dareios
Darius
Daryawesh
Dathan
Dauid
David
Davidŭ
Dawid
Debbora
Deborah
Deina
Delaiah
Delayahu
Delilah
Devorah
Diklah
Dina 1
Dinah
Dionysius
Dorcas
Dorkas
Drousilla
Drusilla
Eder 1
Edna
'Ednah
Edom
Efraim
Efrat
'Efrayim
Ehud
Eiran
Eitan
Elah
