Rank,Male Name,Number of Males,Female Name,Number of Females
56,Craig,"58,800",Melanie,"53,318"
57,Bradley,"58,684",Dana,"51,361"
58,Larry,"58,140",Holly,"50,463"
59,Dennis,"50,556",Erica,"49,595"
60,Shane,"50,281",Brenda,"48,592"
61,Raymond,"49,346",Deborah,"47,856"
62,Troy,"48,850",Tanya,"47,827"
63,Jerry,"48,350",Sharon,"47,771"
64,Samuel,"48,103",Donna,"47,344"
65,Frank,"46,920",Amber,"47,065"
66,Jesse,"44,893",Emily,"46,844"
67,Jeffery,"44,566",Robin,"45,942"
68,Juan,"43,395",Linda,"45,899"
69,Terry,"42,429",Kathleen,"44,845"
70,Corey,"41,000",Leslie,"44,840"
71,Phillip,"39,845",Christy,"44,591"
72,Marcus,"39,468",Kristen,"44,210"
73,Derek,"38,316",Catherine,"43,864"
74,Rodney,"37,448",Kristin,"42,383"
75,Joel,"37,229",Misty,"42,375"
76,Carlos,"36,946",Barbara,"42,239"
77,Randy,"36,545",Heidi,"42,221"
78,Jacob,"36,356",Nancy,"41,846"
79,Jamie,"36,299",Cheryl,"40,393"
80,Tony,"35,682",Theresa,"40,078"
81,Russell,"35,469",Brandy,"40,070"
82,Brent,"35,384",Alicia,"39,254"
83,Antonio,"33,276",Veronica,"38,787"
84,Billy,"33,219",Gina,"38,119"
85,Derrick,"32,862",Jacqueline,"37,965"
86,Kyle,"32,653",Rhonda,"37,947"
87,Erik,"32,095",Anna,"37,805"
88,Johnny,"32,026",Renee,"37,593"
89,Marc,"31,836",Megan,"37,360"
90,Philip,"31,370",Tamara,"37,076"
91,Carl,"31,369",Melinda,"36,438"
92,Roger,"29,719",Kathryn,"36,436"
93,Bobby,"29,078",Debra,"34,605"
94,Brett,"28,926",Sherry,"34,206"
95,Danny,"28,863",Allison,"34,160"
96,Curtis,"28,812",Valerie,"33,812"
97,Jon,"28,693",Diana,"33,344"
98,Vincent,"27,639",Paula,"32,724"
99,Cory,"27,512",Kristina,"32,650"
100,Jimmy,"27,099",Ann,"32,030"
101,Victor,"26,734",Margaret,"31,947"
102,Lawrence,"26,661",Victoria,"30,884"
103,Dustin,"26,575",Cindy,"30,877"
104,Gerald,"26,150",Jodi,"30,353"
105,Walter,"25,731",Natalie,"29,804"
106,Alexander,"24,945",Brandi,"29,076"
107,Joe,"24,945",Kristi,"29,036"
108,Christian,"24,906",Suzanne,"29,033"
109,Chris,"24,859",Samantha,"28,914"
110,Alan,"24,814",Beth,"28,864"
111,Shannon,"24,648",Tracey,"28,749"
112,Wayne,"24,619",Regina,"28,319"
113,Jared,"24,416",Vanessa,"28,076"
114,Gabriel,"24,399",Kristy,"27,776"
115,Martin,"24,275",Carolyn,"27,050"
116,Jay,"23,970",Yolanda,"27,033"
117,Luis,"23,967",Deanna,"26,983"
118,Willie,"23,966",Carla,"26,845"
119,Micheal,"23,797",Sheila,"26,510"
120,Henry,"23,513",Laurie,"26,104"
121,Wesley,"23,254",Anne,"25,599"
122,Randall,"23,029",Shelly,"25,533"
123,Brad,"22,618",Diane,"25,323"
124,Darren,"22,578",Sabrina,"24,498"
125,Roy,"22,352",Janet,"24,451"
126,Albert,"22,112",Erika,"24,308"
127,Arthur,"22,104",Katrina,"24,293"
128,Ricky,"22,071",Courtney,"23,993"
129,Lance,"21,799",Colleen,"23,760"
130,Allen,"21,673",Carol,"23,477"
131,Lee,"21,549",Julia,"23,419"
132,Andre,"21,141",Jenny,"22,902"
133,Bruce,"21,126",Jaime,"22,775"
134,Mario,"20,949",Kathy,"22,707"
135,Frederick,"20,727",Felicia,"22,330"
136,Louis,"20,145",Alison,"22,073"
137,Darrell,"20,072",Lauren,"21,835"
138,Damon,"20,052",Kelli,"21,542"
139,Shaun,"19,320",Leah,"21,147"
140,Nathaniel,"19,185",Ashley,"21,053"
141,Zachary,"19,066",Kim,"20,697"
142,Casey,"18,988",Traci,"20,676"
143,Adrian,"18,914",Kristine,"20,543"
144,Jesus,"18,804",Tricia,"20,520"
145,Jeremiah,"18,778",Joy,"20,119"
146,Jack,"18,572",Krista,"19,809"
147,Ronnie,"18,274",Kara,"19,760"
148,Dale,"18,066",Terri,"19,602"
149,Tyrone,"17,917",Sonya,"19,473"
150,Manuel,"17,698",Aimee,"19,408"
151,Ricardo,"17,659",Natasha,"19,331"
152,Harold,"17,588",Cassandra,"19,018"
153,Kelly,"17,322",Bridget,"18,871"
154,Barry,"17,248",Anita,"18,833"
155,Ian,"17,194",Kari,"18,754"
156,Reginald,"17,191",Nichole,"18,518"
157,Glenn,"16,892",Christie,"18,178"
158,Ernest,"16,756",Marie,"18,112"
159,Steve,"16,653",Virginia,"18,052"
160,Seth,"16,586",Connie,"17,960"
161,Eugene,"16,534",Martha,"17,922"
162,Clinton,"16,345",Carmen,"17,877"
163,Miguel,"16,315",Stacie,"17,832"
164,Tommy,"16,176",Lynn,"17,610"
165,Eddie,"15,872",Katie,"17,483"
166,Leonard,"15,803",Monique,"17,472"
167,Maurice,"15,234",Kristie,"17,366"
168,Roberto,"15,158",Shelley,"17,283"
169,Dwayne,"14,811",Sherri,"17,084"
170,Jerome,"14,784",Angel,"16,814"
171,Ralph,"14,755",Bonnie,"16,674"
172,Marvin,"14,731",Mandy,"16,244"
173,Francisco,"14,641",Jody,"16,222"
174,Jorge,"14,639",Shawna,"16,181"
175,Neil,"14,041",Kerry,"16,123"
176,Alex,"14,006",Annette,"16,057"
177,Dean,"13,897",Yvonne,"15,996"
178,Kristopher,"13,883",Toni,"15,899"
179,Calvin,"13,816",Meredith,"15,840"
180,Kurt,"13,662",Molly,"15,718"
181,Theodore,"13,569",Kendra,"15,662"
182,Ruben,"13,540",Joanna,"15,281"
183,Jermaine,"13,527",Sonia,"15,205"
184,Tracy,"13,419",Janice,"14,834"
185,Edwin,"13,357",Robyn,"14,684"
186,Stanley,"13,220",Brooke,"14,514"
187,Melvin,"13,127",Kerri,"14,448"
188,Howard,"12,984",Sheri,"14,397"
189,Mitchell,"12,967",Becky,"14,311"
190,Duane,"12,404",Gloria,"14,219"
191,Trevor,"12,352",Mindy,"14,022"
192,Jeff,"12,253",Tracie,"13,795"
193,Geoffrey,"12,182",Angie,"13,784"
194,Hector,"12,128",Kellie,"13,669"
195,Terrence,"11,904",Claudia,"13,617"
196,Terrance,"11,886",Ruth,"13,429"
197,Oscar,"11,848",Wanda,"13,281"
198,Jaime,"11,811",Jeanette,"12,970"
199,Clifford,"11,764",Cathy,"12,943"
200,Harry,"11,655",Adrienne,"12,796"
"Source: 100% sample based on Social Security card application data as of 
   of March 2024.  See the limitations of
   this data source.",,,,
