Name
Aarón
Aaron
Abacuc
Abaddon
Abdias
Abdiel
Abdiou
Abednego
Abel
Abenner
Abessa
Abessalom
Abia
Abiah
Abiathar
Abidan
Abiel
Abihu
Abijah
Abimael
Abimelech
Abiram
Abisai
Abishai
Abner
Abraam
Abraham
Abram 1
Absalom
Achaab
Achab
Achaicus
Achaikos
Achan
'Achashwerosh
'Ach'av
Achim 2
Adaiah
Adalia
'Adalya'
Adam
Adamŭ
'Adayah
Adina 1
'Adinah
Adino
Adlai
Adonijah
Adoniram
'Adoniyah
Adriel
Agrippa
Ahab
Aharon
Ahasuerus
Ahoth
Aithan
Alexander
Alexandros
Allon
Alphaeus
Alphaios
Alvah
Amal 2
Amariah
'Amaryahu
'Amatzyahu
Amaziah
Ambakoum
Ambram
Ami 1
Amittai
Ammiel
Amnon
Amos
Amram
Anah
Anaiah
Anan 2
Anani
Ananias
Anat 2
Anath 1
Andreas
Andrei
Andrew
Andronicus
Andronikos
Annas
Aod
Aquila
Aram 3
Aran 2
Archelaos
Archelaus
Archippos
Archippus
Areli
Aretas
Aridai
Arieh
'Ari'el
Ariel
Arihel
Aronne
Artaxerxes
Asa
Asaf 1
Asaph
Aser
Asher
Asmodaios
Asmodeus
Asnappar
Atalyah
Athaliah
'Avdi'el
Avenirŭ
Avidan
'Avi'el
Avihu
'Avima'el
'Avimelekh
Aviram
'Avishay
'Aviyah
Avner
Avraamŭ
Avraham
Avram
'Avshalom
Azarel
Azariah
Azarias
'Azaryah
Azazel
Azaziah
Azazias
'Azazyahu
Azel
Aziel
'Azri'el
Azriel
Ba'al
Baal
Baal-Zebub
Ba'al Zevuv
Baltasar
Baltassar
Barak 1
Barnabas
Barouch
Bartholomaios
Bartholomei
Bartholomeus
Bartholomew
Baruch
Barukh
Barzillai
Beelzeboul
Beelzebub
Beelzebul
Belial
Belshatzzar
Belshazzar
Benaiah
Benayah
Beniamin
Benjamin
Bethuel
Bet'uel
Binyamin
Boaz
Boos
Booz
Buz
Caiaphas
Cain
Cainan
Caleb
Canaan
Carmi
Carpus
Cephas
Chaggai
Chaleb
Cham
Chanaan
Chanan
Chananyah
Chanokh
Chavaqquq
Chaza'el
Chenaniah
Chizqiyahu
Cleopas
Cleophas
Clopas
Cornelius
Crescens
Cyrus
Dabid
Dan 1
Daniel
Danihel
Daniilŭ
Daniyyel
Dareios
Darius
Daryawesh
Dathan
Dauid
David
Davidŭ
Dawid
Delaiah
Delayahu
Diklah
Dionysius
Eder 1
Edom
Efraim
'Efrayim
Ehud
Eiran
Eitan
Elah
Elam
'El'azar
Elchanan
Eldad
Eleazar
Elhanan
Eli 1
Eliab
Eliakim
Elias
Eliav
Eliel
'Eli'ezer
Eliezer
'Elifalet
'Elifelet
Elihu
Elijah
Elioenai
Eliou
Elioud
Eliphalet
Eliphelet
Elisaie
Eliseus
Elisha
Elishua
Eliud
Eliyyahu
Elkanah
'Elnatan
Elnathan
Elon
Emmanouel
Emmanuel
Emmanuhel
Enoch
Enok
Enos
Enosh
Epaphras
Epaphroditos
Epaphroditus
Ephraim
Eran
Erastos
Erastus
Esaias
Esau
'Esaw
Esdras
Ethan
Eutychos
Eutychus
Evyatar
Ezar
Ezechias
Ezechiel
Ezekias
Ezekiel
Ezer
'Ezra'
Ezra
Ezras
Felix
Festus
Filippŭ
Finees
Gabriel
Gabrihel
Gad
Gaios
Gaius
Gamaliel
Gavri'el
Gavriilŭ
Gedaliah
Gedalyahu
Gedeon
Gemariah
Gemaryahu
Gera
Gershom
Gershon
Gideon
Gid'on
Gilad
Gilead
Giobbe
Goliath
Golyat
Gomer
Habacuc
Habakkuk
Haggai
Ham
Haman
Hanan 1
Hananiah
Hananias
Hannas
Haran
Havilah
Hazael
Heber 2
Heli 1
Helias
Helihel
Herod
Herodes
Herodion
Hesekiel
Hevel
Hezekiah
Hieremias
Hieremihel
Hieu
Hiezecihel
Hillel
Hiob
Hirah
Hiram
Hizkiah
Hosea
Hosee
Hoshea
Huri
Iachin
Iacob
Iacobus
Iafeth
Iair
Iairos
Iairus
Iakob
Iakobos
Iakovŭ
Iapheth
Iared
Iason
Ichabod
'Iddo
Iddo
Iephthae
Iepthae
Ierameel
Ieremahel
Ieremias
Iesous
Iessai
Iesse
Iesus
Iezekiel
Ikhavod
Ilai
Ilia
Immanuel
Ioab
Ioannes
Ioannŭ
Iob
Ioel
Iohannes
Iohel
Iona 2
Ionas
Ionathan
Ioram
Iosaphat
Ioseph
Ioses
Iosias
Iosifŭ
Iosue
Iou
Ioubal
Ioudas
'Ira'
Ira 1
Isaac
Isaak
Isaakŭ
Isaia
Isaiah
Isaias
Ishmael
Ishmerai
Ishvi
Ismael
Ismahel
Israel
Israhel
Issachar
Itamar
Ithai
Ithamar
Ithiel
Ittai
'Ittay
Iudas
'Iyyov
Jaala
Jaasau
Jaasiel
Jabez
Jabin
Jachin
Jacob
Jada 2
Jadon
Jahleel
Jahzeel
Jaír
Jair
Jairus
James
Jamin
Japheth
Jarah
Jared
Jasiel
Jason
Javan
Jeconiah
Jedidiah
Jehiel
Jehoash
Jehohanan
Jehoiachin
Jehoiakim
Jehonathan
Jehoram
Jehoshaphat
Jehu
Jehudi
Jephtha
Jephthah
Jerahmeel
Jeremiah
Jeremiel
Jeremy
Jeriah
Jeroboam
Jesse
Jesus
Jethro
Joab
Joabe
Joah
Joash
Job
Joel
Johanan
John
Joktan
Jonah
Jonas 2
Jonatán
Jonathan
Jorah
Joram
Josaphat
Joseph
Joses
Joshua
Josiah
Josías
Josias
Jotham
Jubal
Judah
Judas
Jude 1
Kaiaphas
Kain
Kainan
Kalev 2
Karpos
Kayin 2
Keinan
Kemuel
Kena'an
Kenan 1
Kenaniah
Kenanyahu
Kephas
Kleopas
Klopas
Koresh
Kreskes
Kyros
Laban
Lael
Lamech
Lazaros
Lazarus
Lebanah
Lemekh
Lemuel
Leui
Levi
Leviathan
Lewi
Liwyatan
Lot 1
Loukas
Loukios
Lucas
Lucius
Luka
Luke
Maacah
Maachah
Ma'akhah
Maaseiah
Ma'aseyah
Machlah
Machli
Madai
Mahalah
Mahali 1
Mahlah
Mahli
Malachi
Mal'akhi
Manaem
Manahem
Manasseh
Manasses
Marcus
Mardochaios
Mardochée
Mardocheus
Mardoqueo
Mark
Markos
Mathusalam
Mathusalem
Mattan
Mattaniah
Mattanyahu
Matthaios
Matthan
Matthei
Mattheus
Matthew
Matthia
Matthias
Mattithiah
Mattithyahu
Mattityahu
Matusalemme
Matusalén
Medad
Melech
Menachem
Menahem
Menashsheh
Merari
Meshach
Meshullam
Methusalem
Methuselah
Metushelach
Micah
Micaiah
Micajah
Micha 1
Michaeas
Michael
Michahel
Michaiah
Michaias
Micheas
Mikha'el
Mikhael
Mikhah
Mikhayahu
Mixailŭ
Mnason
Moab
Moisei
Moisés
Mordecai
Mordokhay
Mose
Mosè
Moses
Moshe
Mouses
Moyses
Nabouchodonosor
Nabuchodonosor
Nachum
Nadab
Nadav
Naftali
Nahor
Nahum
Naoum
Naphtali
Narcissus
Natan
Natanaele
Nathan
Nathanael
Nathanahel
Nathaniel
Nebo
Nebrod
Nebuchadnezzar
Nechemyah
Necoda
Neemias
Nehemiah
Nekoda
Nereus
Neriah
Netan'el
Netanyahu
Nethaneel
Nethanel
Nethaniah
Nevukhadnetztzar
Nicanor
Nicodemus
Nikanor
Nikodemos
Nimrod
Noach
Noah 1
Noak
Noe
Noé
Noè
Nogah
Nymphas
Obadiah
Obed
Oded
Ofir
'Ofrah
Ohad
Olympas
Omar 2
Omri
Onesimos
Onesimus
Onesiphoros
Onesiphorus
Onisimŭ
Ophir
Ophrah
Osee
Oshea
Othniel
Ourbanos
Ouri
Ourias
Ouriel
'Ovadyah
Oved
Ozazias
Ozi
Ozias
Oziel
Ozihel
Pallu
Paltiel
Paul
Paulos
Paulus
Pavelŭ
Peleg
Penuel
Peretz
Perez
Peter
Petros
Petrŭ
Petrus
Phanouel
Phanuel
Phanuhel
Phares
Pharez
Phelix
Phestos
Philemon
Philetos
Philetus
Philip
Philippos
Philippus
Phineas
Phinees
Phinehas
Phunihel
Pinchas
Pontius
Prochoros
Prochorus
Qemu'el
Rafa'el
Rafahel
Raguel
Raguhel
Ram 1
Raphael
Rauhel
Rehav'am
Rehoboam
Remiel
Reuben
Reuel
Reuven
Rhagouel
Rhaphael
Rhouben
Ruben
Rufus
Ruvimŭ
Salah 2
Salathiel
Salathihel
Salomo
Salomón
Salomon
Salomone
Samouel
Sampson 1
