Name
Samson
Samuel
Samuhel
Samuilŭ
Sancheriv
Saoul
Sargon
Satan
Saul
Sem
Sennacherib
Sepeteus
Seraiah
Seth 1
Shadrach
Shalmaneser
Shamgar
Sharar
Sha'ul
She'alti'el
Shealtiel
Sheba
Shelach
Shelah
Shelomit
Shelomith
Shelomoh
Shem
Shemaiah
Shema'yah
Shemer
Shemu'el
Shet
Shiloh
Shimei
Shim'i
Shimon
Shimshon
Silas
Silouanos
Silvanus
Simeon
Simeonŭ
Simon 1
Simonŭ
Solomon
Stefanŭ
Stephanos
Stephanus
Stephen
Sylas
Symeon
Talmai
Tammuz
Tekoa
Teman
Terach
Terah
Tertius
Thaddaeus
Thaddaios
Thaddeus
Theophilus
Thoma
Thomas
Tiglath-Pileser
Timaeus
Timaios
Timée
Timeo
Timeus
Timon
Timothei
Timotheos
Timotheus
Timothy
Tiras
Titos
Titŭ
Titus
Tobia
Tobiah
Tobias
Tobit
Tobith
Tovi
Toviyyah
Trophimos
Trophimus
Tzefanyah
Tzidkiyahu
Tzion
Tzivah
Tzuri'el
Urban
Urbanus
'Uri
Uri
Uriah
Urias
Uriel
Urijah
'Uriyah
'Uriy'el
Uzzi
Uzziah
Uzziel
'Uzziyyah
Varnava
Veniaminŭ
Yaakov
Ya'asi'el
Yachin
Yachle'el
Yachtze'el
Yadon
Yair
Yamin
Ya'rah
Yarav'am
Yared
Yawan
Yechezkel
Yechi'el
Yedidyah
Yefet
Yeho'ash
Yehochanan
Yehonatan
Yehoram
Yehoshafat
Yehoshua
Yehoyakhin
Yehoyakim
Yehu'
Yehudah
Yehudi
Yekhonyah
Yerachme'el
Yered
Yeriyahu
Yesha'yahu
Yeshua
Yiftach
Yirmiyahu
Yishai
Yishma'el
Yishmeray
Yisra'el
Yissakhar
Yitro
Yitzhak
Yo'ach
Yo'ash
Yoav
Yochanan
Yoel
Yonah
Yonatan
Yorah
Yoram
Yosef
Yoshiyahu
Yotam
Yuval
Zaboulon
Zabulon
Zaccai
Zacchaeus
Zaccharias
Zaccheus
Zachariah
Zacharias
Zachary
Zadok
Zakchaios
Zakkai
Zalmon
Zarah
Zaxaria
Zebadiah
Zebedaios
Zebedee
Zebulon
Zebulun
Zechariah
Zedekiah
Zekharyah
Zelophehad
Zephaniah
Zerach
Zerah
Zevadyah
Zevulun
Ziba 2
Zimri
Zion
Zuriel
