Rank,Male Name,Number of Males,Female Name,Number of Females
63,Samuel,"32,133",Thelma,"36,254"
64,Bernard,"30,544",Josephine,"36,051"
65,Ray,"30,210",Juanita,"35,916"
66,Gene,"29,312",Bonnie,"35,802"
67,Philip,"28,847",Arlene,"34,796"
68,Russell,"28,839",Gladys,"34,762"
69,Frederick,"26,603",Joann,"34,696"
70,Franklin,"26,380",Sally,"34,679"
71,Dennis,"26,366",Charlotte,"34,646"
72,Douglas,"26,032",Kathleen,"34,551"
73,Jimmie,"25,812",Audrey,"34,007"
74,Gordon,"25,458",Pauline,"33,690"
75,Andrew,"25,025",Wilma,"33,187"
76,Theodore,"24,957",Sylvia,"33,010"
77,Floyd,"24,887",Theresa,"32,785"
78,Johnny,"24,596",Jacqueline,"32,115"
79,Allen,"24,357",Clara,"31,658"
80,Glenn,"24,222",Ethel,"31,582"
81,Bruce,"24,119",Loretta,"31,536"
82,Edwin,"24,022",Grace,"31,357"
83,Lee,"23,954",Sharon,"31,083"
84,Lloyd,"23,798",Edith,"31,048"
85,Bob,"23,293",Lucille,"30,843"
86,Clifford,"23,101",Emma,"30,021"
87,Leon,"23,005",Bernice,"29,905"
88,Leo,"22,863",Marion,"29,564"
89,Clyde,"22,453",Linda,"29,358"
90,Eddie,"22,328",Jo,"28,653"
91,Vernon,"22,196",Anne,"28,621"
92,Martin,"21,928",Hazel,"28,565"
93,Alvin,"21,485",Roberta,"27,731"
94,Jim,"20,823",Carole,"26,768"
95,Herman,"20,319",Darlene,"25,956"
96,Lewis,"20,017",Esther,"25,791"
97,Harvey,"19,904",Katherine,"25,193"
98,Tommy,"19,857",Ellen,"25,139"
99,Vincent,"19,407",Laura,"25,093"
100,Charlie,"19,154",Julia,"24,937"
101,Warren,"19,150",Rosemary,"24,856"
102,Jerome,"18,965",Jeanette,"24,753"
103,Jesse,"18,929",Marian,"23,906"
104,Patrick,"18,389",Willie,"23,873"
105,Stephen,"18,272",Beatrice,"23,714"
106,Curtis,"18,008",Margie,"23,342"
107,Arnold,"17,888",Billie,"23,297"
108,Gilbert,"17,746",Vivian,"22,932"
109,Elmer,"17,371",Eva,"22,797"
110,Lester,"16,984",Kathryn,"22,582"
111,Duane,"16,855",Elsie,"22,345"
112,Phillip,"16,533",Judy,"22,311"
113,Cecil,"16,482",Eileen,"22,258"
114,Tom,"16,427",Anita,"22,224"
115,Alan,"16,374",Diane,"22,197"
116,Milton,"15,729",Bertha,"21,234"
117,Jackie,"15,678",Susan,"21,028"
118,Victor,"15,570",Maria,"20,637"
119,Johnnie,"15,334",Maxine,"20,477"
120,Roland,"15,001",Ida,"20,232"
121,Benjamin,"14,612",Yvonne,"20,224"
122,Glen,"14,485",Ella,"19,963"
123,Chester,"14,413",Lillie,"19,923"
124,Calvin,"14,177",Constance,"19,896"
125,Keith,"13,867",Sue,"19,506"
126,Dean,"13,628",Bobbie,"19,479"
127,Sam,"13,350",Georgia,"19,015"
128,Wallace,"13,241",Jeanne,"18,757"
129,Claude,"12,742",Christine,"18,488"
130,Maurice,"12,638",Sara,"18,261"
131,Willard,"12,458",Alma,"18,251"
132,Manuel,"12,330",Bessie,"18,035"
133,Jose,"12,297",Agnes,"18,032"
134,Leslie,"12,242",Vera,"18,022"
135,Edgar,"11,860",Nellie,"17,703"
136,Marion,"11,859",Kay,"17,301"
137,Max,"11,757",Jessie,"17,248"
138,Hugh,"11,699",Karen,"16,692"
139,Oscar,"11,373",Lucy,"16,413"
140,Virgil,"11,363",Mattie,"16,295"
141,Allan,"11,358",Gertrude,"16,137"
142,Jessie,"11,232",Rosa,"16,048"
143,Darrell,"11,124",Minnie,"15,874"
144,Terry,"11,025",Gail,"15,853"
145,Everett,"10,955",Connie,"15,653"
146,Wesley,"10,937",Geneva,"14,279"
147,Ted,"10,526",Viola,"14,256"
148,Freddie,"10,456",Velma,"14,250"
149,Jay,"10,217",Marcia,"14,246"
150,Dick,"10,163",Leona,"14,173"
151,Hubert,"9,819",Myrtle,"14,134"
152,Nicholas,"9,716",Violet,"13,863"
153,Billie,"9,703",Rosalie,"13,713"
154,Rodney,"9,695",Harriet,"13,690"
155,Lowell,"9,659",Annette,"13,531"
156,Dan,"9,629",Naomi,"13,500"
157,Neil,"9,466",Charlene,"13,471"
158,Sidney,"9,420",Pearl,"13,295"
159,Homer,"9,413",Joy,"13,185"
160,Delbert,"9,166",Mae,"12,860"
161,Tony,"9,163",Suzanne,"12,760"
162,Morris,"9,113",Claire,"12,639"
163,Lyle,"9,058",Rebecca,"12,615"
164,Wilbur,"9,044",Faye,"12,555"
165,Luther,"8,860",Carrie,"12,526"
166,Earnest,"8,722",Pat,"12,462"
167,Ronnie,"8,708",Dora,"12,386"
168,Bennie,"8,704",Rachel,"12,268"
169,Joel,"8,688",Rosie,"12,060"
170,Ben,"8,638",Emily,"11,916"
171,Steve,"8,572",Eunice,"11,601"
172,Rudolph,"8,199",Maureen,"11,460"
173,Willis,"8,191",Alberta,"11,347"
174,Horace,"8,126",Cora,"11,253"
175,Lonnie,"8,117",Stella,"11,204"
176,Mike,"8,028",Lula,"11,078"
177,Junior,"8,004",Sheila,"10,958"
178,Carroll,"7,963",Caroline,"10,844"
179,Karl,"7,723",Glenda,"10,590"
180,Guy,"7,564",Verna,"10,582"
181,Roosevelt,"7,481",Lena,"10,538"
182,Otis,"7,456",Lola,"10,391"
183,Mark,"7,444",Myrna,"10,235"
184,Nathaniel,"7,411",Hattie,"10,229"
185,Danny,"7,236",Rosemarie,"10,130"
186,Alton,"7,215",Ramona,"10,118"
187,Marshall,"7,174",Gwendolyn,"10,107"
188,Clayton,"7,171",Jeannette,"9,798"
189,Alexander,"7,094",Erma,"9,701"
190,Benny,"6,863",Genevieve,"9,690"
191,Clifton,"6,857",Cynthia,"9,667"
192,Archie,"6,733",Nina,"9,663"
193,Oliver,"6,709",Patty,"9,625"
194,Clinton,"6,708",Fannie,"9,551"
195,Barry,"6,644",Diana,"9,501"
196,Juan,"6,613",Jennie,"9,488"
197,Salvatore,"6,482",Hilda,"9,454"
198,Nelson,"6,473",Marguerite,"9,328"
199,Jon,"6,363",Johnnie,"9,064"
200,Alex,"6,306",Daisy,"9,063"
"Source: 100% sample based on Social Security card application data as of 
   of March 2024.  See the limitations of
   this data source.",,,,
